takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set
FALSE,FALSE,alternating,110,10,Juan sent the man a text,Juan sent a text to the man,indef,3,shortDefinite,239,98
FALSE,FALSE,alternating,110,10,Bob sent a woman a text,Bob sent a text to a woman,indef,3,shortIndefinite,240,48
FALSE,FALSE,alternating,110,10,John sent the man from work an email,John sent an email to the man from work,indef,4,longDefinite,241,99
FALSE,FALSE,alternating,110,10,Juan sent a woman who was from work an email,Juan sent an email to a woman who was from work,indef,4,longIndefinite,242,50
FALSE,FALSE,alternating,110,10,Linda sent him an email,Linda sent an email to him,indef,4,pronoun,243,0
FALSE,FALSE,alternating,110,10,Alice sent the man an email,Alice sent an email to the man,indef,4,shortDefinite,244,51
FALSE,FALSE,alternating,110,10,Mary sent a man an email,Mary sent an email to a man,indef,4,shortIndefinite,245,1
FALSE,FALSE,alternating,110,10,John sent the woman from work something,John sent something to the woman from work,something,5,longDefinite,246,52
FALSE,FALSE,alternating,110,10,Bob sent a woman who was from work something,Bob sent something to a woman who was from work,something,5,longIndefinite,247,3
FALSE,FALSE,alternating,110,10,Alice sent him something,Alice sent something to him,something,5,pronoun,248,53
FALSE,FALSE,alternating,110,10,Juan sent the man something,Juan sent something to the man,something,5,shortDefinite,249,4
FALSE,FALSE,alternating,110,10,John sent a woman something,John sent something to a woman,something,5,shortIndefinite,250,55
FALSE,FALSE,alternating,111,11,Bob offered the man who was from work the gift,Bob offered the gift to the man who was from work,def,1,longDefinite,251,5
FALSE,FALSE,alternating,111,11,Alice offered a woman who was wearing a hat the gift,Alice offered the gift to a woman who was wearing a hat,def,1,longIndefinite,252,56
FALSE,FALSE,alternating,111,11,Juan offered her the gift,Juan offered the gift to her,def,1,pronoun,253,6
FALSE,FALSE,alternating,111,11,Alice offered the woman the gift,Alice offered the gift to the woman,def,1,shortDefinite,254,57
FALSE,FALSE,alternating,111,11,Juan offered a man the gift,Juan offered the gift to a man,def,1,shortIndefinite,255,8
FALSE,FALSE,alternating,111,11,Juan offered the woman who was from work the job,Juan offered the job to the woman who was from work,def,2,longDefinite,256,58
FALSE,FALSE,alternating,111,11,Michael offered a man who was from work the job,Michael offered the job to a man who was from work,def,2,longIndefinite,257,9
FALSE,FALSE,alternating,111,11,Mary offered him the job,Mary offered the job to him,def,2,pronoun,258,59
FALSE,FALSE,alternating,111,11,Mary offered the woman the job,Mary offered the job to the woman,def,2,shortDefinite,259,10
FALSE,FALSE,alternating,111,11,Michael offered a man the job,Michael offered the job to a man,def,2,shortIndefinite,260,61
FALSE,FALSE,alternating,111,11,Mary offered the woman who was from work some advice,Mary offered some advice to the woman who was from work,indef,3,longDefinite,261,11
FALSE,FALSE,alternating,111,11,Bob offered a woman from work some advice,Bob offered some advice to a woman from work,indef,3,longIndefinite,262,62
FALSE,FALSE,alternating,111,11,Maria offered him some advice,Maria offered some advice to him,indef,3,pronoun,263,13
FALSE,FALSE,alternating,111,11,Juan offered the woman some advice,Juan offered some advice to the woman,indef,3,shortDefinite,264,63
FALSE,FALSE,alternating,111,11,Linda offered a man some advice,Linda offered some advice to a man,indef,3,shortIndefinite,265,14
FALSE,FALSE,alternating,111,11,Michael offered the woman who was from work a payment,Michael offered a payment to the woman who was from work,indef,4,longDefinite,266,64
FALSE,FALSE,alternating,111,11,Maria offered a man from work a payment,Maria offered a payment to a man from work,indef,4,longIndefinite,267,15
FALSE,FALSE,alternating,111,11,John offered her a payment,John offered a payment to her,indef,4,pronoun,268,66
FALSE,FALSE,alternating,111,11,Juan offered the woman a payment,Juan offered a payment to the woman,indef,4,shortDefinite,269,16
FALSE,FALSE,alternating,111,11,Alice offered a woman a payment,Alice offered a payment to a woman,indef,4,shortIndefinite,270,67
FALSE,FALSE,alternating,111,11,Linda offered the woman from work something,Linda offered something to the woman from work,something,5,longDefinite,271,18
FALSE,FALSE,alternating,111,11,Bob offered a woman who was from work something,Bob offered something to a woman who was from work,something,5,longIndefinite,272,68
FALSE,FALSE,alternating,111,11,John offered her something,John offered something to her,something,5,pronoun,273,19
FALSE,FALSE,alternating,111,11,Juan offered the woman something,Juan offered something to the woman,something,5,shortDefinite,274,69
FALSE,FALSE,alternating,111,11,Juan offered a man something,Juan offered something to a man,something,5,shortIndefinite,275,20
FALSE,FALSE,alternating,112,12,Linda passed the man who was wearing the hat the salt,Linda passed the salt to the man who was wearing the hat,def,1,longDefinite,276,71
FALSE,FALSE,alternating,112,12,Bob passed a woman who was from work the salt,Bob passed the salt to a woman who was from work,def,1,longIndefinite,277,21
FALSE,FALSE,alternating,112,12,Bob passed her the salt,Bob passed the salt to her,def,1,pronoun,278,72
FALSE,FALSE,alternating,112,12,Maria passed the man the salt,Maria passed the salt to the man,def,1,shortDefinite,279,22
FALSE,FALSE,alternating,112,12,Michael passed a man the salt,Michael passed the salt to a man,def,1,shortIndefinite,280,73
FALSE,FALSE,alternating,112,12,John passed the woman wearing the hat the hat,John passed the hat to the woman wearing the hat,def,2,longDefinite,281,24
FALSE,FALSE,alternating,112,12,Michael passed a man wearing a hat the hat,Michael passed the hat to a man wearing a hat,def,2,longIndefinite,282,74
FALSE,FALSE,alternating,112,12,Mary passed him the hat,Mary passed the hat to him,def,2,pronoun,283,25
FALSE,FALSE,alternating,112,12,Bob passed the man the hat,Bob passed the hat to the man,def,2,shortDefinite,284,76
FALSE,FALSE,alternating,112,12,John passed a woman the hat,John passed the hat to a woman,def,2,shortIndefinite,285,26
FALSE,FALSE,alternating,112,12,Alice passed the woman from work a note,Alice passed a note to the woman from work,indef,3,longDefinite,286,77
FALSE,FALSE,alternating,112,12,Mary passed a woman from work a note,Mary passed a note to a woman from work,indef,3,longIndefinite,287,27
FALSE,FALSE,alternating,112,12,Maria passed him a note,Maria passed a note to him,indef,3,pronoun,288,78
FALSE,FALSE,alternating,112,12,Maria passed the woman a note,Maria passed a note to the woman,indef,3,shortDefinite,289,29
FALSE,FALSE,alternating,112,12,Linda passed a man a note,Linda passed a note to a man,indef,3,shortIndefinite,290,79
FALSE,FALSE,alternating,112,12,Alice passed the man wearing the hat some cake,Alice passed some cake to the man wearing the hat,indef,4,longDefinite,291,30
FALSE,FALSE,alternating,112,12,Maria passed a woman from work some cake,Maria passed some cake to a woman from work,indef,4,longIndefinite,292,81
FALSE,FALSE,alternating,112,12,Bob passed her some cake,Bob passed some cake to her,indef,4,pronoun,293,31
FALSE,FALSE,alternating,112,12,Mary passed the woman some cake,Mary passed some cake to the woman,indef,4,shortDefinite,294,82
FALSE,FALSE,alternating,112,12,Mary passed a man some cake,Mary passed some cake to a man,indef,4,shortIndefinite,295,32
FALSE,FALSE,alternating,112,12,Mary passed the man wearing the hat something,Mary passed something to the man wearing the hat,something,5,longDefinite,296,83
FALSE,FALSE,alternating,112,12,Juan passed a woman who was wearing a hat something,Juan passed something to a woman who was wearing a hat,something,5,longIndefinite,297,34
FALSE,FALSE,alternating,112,12,John passed her something,John passed something to her,something,5,pronoun,298,84
FALSE,FALSE,alternating,112,12,John passed the woman something,John passed something to the woman,something,5,shortDefinite,299,35
FALSE,FALSE,alternating,112,12,John passed a woman something,John passed something to a woman,something,5,shortIndefinite,300,86
FALSE,FALSE,alternating,113,13,Maria sold the man who was wearing the hat the car,Maria sold the car to the man who was wearing the hat,def,1,longDefinite,301,36
FALSE,FALSE,alternating,113,13,Mary sold a man wearing a hat the car,Mary sold the car to a man wearing a hat,def,1,longIndefinite,302,87
FALSE,FALSE,alternating,113,13,Linda sold him the car,Linda sold the car to him,def,1,pronoun,303,37
FALSE,FALSE,alternating,113,13,Juan sold the woman the car,Juan sold the car to the woman,def,1,shortDefinite,304,88
FALSE,FALSE,alternating,113,13,John sold a man the car,John sold the car to a man,def,1,shortIndefinite,305,39
FALSE,FALSE,alternating,113,13,Linda sold the woman who was wearing the hat the house,Linda sold the house to the woman who was wearing the hat,def,2,longDefinite,306,89
FALSE,FALSE,alternating,113,13,Mary sold a man who was wearing a hat the house,Mary sold the house to a man who was wearing a hat,def,2,longIndefinite,307,40
FALSE,FALSE,alternating,113,13,Maria sold him the house,Maria sold the house to him,def,2,pronoun,308,90
FALSE,FALSE,alternating,113,13,Maria sold the woman the house,Maria sold the house to the woman,def,2,shortDefinite,309,41
FALSE,FALSE,alternating,113,13,Juan sold a man the house,Juan sold the house to a man,def,2,shortIndefinite,310,92
FALSE,FALSE,alternating,113,13,Mary sold the man who was from work some coffee,Mary sold some coffee to the man who was from work,indef,3,longDefinite,311,42
FALSE,FALSE,alternating,113,13,Linda sold a woman who was from work some coffee,Linda sold some coffee to a woman who was from work,indef,3,longIndefinite,312,93
FALSE,FALSE,alternating,113,13,Bob sold her some coffee,Bob sold some coffee to her,indef,3,pronoun,313,44
FALSE,FALSE,alternating,113,13,Alice sold the woman some coffee,Alice sold some coffee to the woman,indef,3,shortDefinite,314,94
FALSE,FALSE,alternating,113,13,Alice sold a man some coffee,Alice sold some coffee to a man,indef,3,shortIndefinite,315,45
FALSE,FALSE,alternating,113,13,Bob sold the man wearing the hat a bike,Bob sold a bike to the man wearing the hat,indef,4,longDefinite,316,95
FALSE,FALSE,alternating,113,13,Alice sold a man from work a bike,Alice sold a bike to a man from work,indef,4,longIndefinite,317,46
FALSE,FALSE,alternating,113,13,Mary sold him a bike,Mary sold a bike to him,indef,4,pronoun,318,97
FALSE,FALSE,alternating,113,13,Maria sold the man a bike,Maria sold a bike to the man,indef,4,shortDefinite,319,47
FALSE,FALSE,alternating,113,13,Michael sold a woman a bike,Michael sold a bike to a woman,indef,4,shortIndefinite,320,98
FALSE,FALSE,alternating,113,13,Bob sold the man who was wearing the hat something,Bob sold something to the man who was wearing the hat,something,5,longDefinite,321,49
FALSE,FALSE,alternating,113,13,John sold a man from work something,John sold something to a man from work,something,5,longIndefinite,322,99
FALSE,FALSE,alternating,113,13,John sold her something,John sold something to her,something,5,pronoun,323,50
FALSE,FALSE,alternating,113,13,Michael sold the woman something,Michael sold something to the woman,something,5,shortDefinite,324,0
FALSE,FALSE,alternating,113,13,Alice sold a woman something,Alice sold something to a woman,something,5,shortIndefinite,325,51
FALSE,FALSE,alternating,114,14,John drove the man from work the car,John drove the car to the man from work,def,1,longDefinite,326,2
FALSE,FALSE,alternating,114,14,Bob drove a man who was from work the car,Bob drove the car to a man who was from work,def,1,longIndefinite,327,52
FALSE,FALSE,alternating,114,14,John drove her the car,John drove the car to her,def,1,pronoun,328,3
FALSE,FALSE,alternating,114,14,Maria drove the man the car,Maria drove the car to the man,def,1,shortDefinite,329,53
FALSE,FALSE,alternating,114,14,Alice drove a man the car,Alice drove the car to a man,def,1,shortIndefinite,330,4
FALSE,FALSE,alternating,114,14,Mary drove the man wearing the hat the van,Mary drove the van to the man wearing the hat,def,2,longDefinite,331,55
FALSE,FALSE,alternating,114,14,Mary drove a woman from work the van,Mary drove the van to a woman from work,def,2,longIndefinite,332,5
FALSE,FALSE,alternating,114,14,Linda drove him the van,Linda drove the van to him,def,2,pronoun,333,56
FALSE,FALSE,alternating,114,14,Michael drove the man the van,Michael drove the van to the man,def,2,shortDefinite,334,7
FALSE,FALSE,alternating,114,14,John drove a woman the van,John drove the van to a woman,def,2,shortIndefinite,335,57
FALSE,FALSE,alternating,114,14,Bob drove the man from work a fastball,Bob drove a fastball to the man from work,indef,3,longDefinite,336,8
FALSE,FALSE,alternating,114,14,Linda drove a man who was from work a fastball,Linda drove a fastball to a man who was from work,indef,3,longIndefinite,337,58
FALSE,FALSE,alternating,114,14,Mary drove him a fastball,Mary drove a fastball to him,indef,3,pronoun,338,9
FALSE,FALSE,alternating,114,14,Mary drove the woman a fastball,Mary drove a fastball to the woman,indef,3,shortDefinite,339,60
FALSE,FALSE,alternating,114,14,Michael drove a man a fastball,Michael drove a fastball to a man,indef,3,shortIndefinite,340,10
FALSE,FALSE,alternating,114,14,Michael drove the man who was from work a scooter,Michael drove a scooter to the man who was from work,indef,4,longDefinite,341,61
FALSE,FALSE,alternating,114,14,Juan drove a man from work a scooter,Juan drove a scooter to a man from work,indef,4,longIndefinite,342,12
FALSE,FALSE,alternating,114,14,Bob drove her a scooter,Bob drove a scooter to her,indef,4,pronoun,343,62
