takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio,BehavDOpreference,ngram_ratio,LSTM_ratio,GPT2_ratio,XLNet_ratio,GPT2_large_ratio,LSTM_ratio_new
FALSE,FALSE,alternating,104,4,Bob asked a man some questions,Bob asked some questions to a man,indef,4,shortIndefinite,95,8,-22.75779487239197,-26.304382211063057,3.546587338671088,92.72727272727273,-1.2718791961669922,0.861587405204773,4.31549546122551,2.9094340801239014,3.3147774040699005,0.6003947257995605
FALSE,FALSE,alternating,104,4,Linda asked the woman from work something,Linda asked something to the woman from work,something,5,longDefinite,96,59,-49.53299891971983,-39.16273094684584,-10.37026797287399,68.6,2.7287139892578125,4.42793333530426,-0.8821620941162109,11.357942819595337,-0.13282239437103271,-0.5305083990097046
FALSE,FALSE,alternating,104,4,Juan asked a man wearing a hat something,Juan asked something to a man wearing a hat,something,5,longIndefinite,97,10,-38.46465996163897,-32.97695074736839,-5.487709214270581,56.27272727272727,1.8160991668701172,-0.9047733545303345,-2.2860868871212006,5.698797941207886,-1.6920422613620758,-4.881727576255798
FALSE,FALSE,alternating,104,4,Bob asked her something,Bob asked something to her,something,5,pronoun,98,60,-22.179842913756147,-29.468728282372467,7.28888536861632,94.16666666666667,2.208843231201172,4.780197858810425,3.37695574760437,1.7057459354400635,4.52011775970459,-0.39405953884124756
FALSE,FALSE,alternating,104,4,Maria asked the man something,Maria asked something to the man,something,5,shortDefinite,99,11,-22.42692948936019,-30.215375321451575,7.788445832091384,87.11111111111111,2.8578624725341797,4.727128744125366,0.560837984085083,2.4393503665924072,1.223454475402832,1.0561339855194092
FALSE,FALSE,alternating,104,4,John asked a man something,John asked something to a man,something,5,shortIndefinite,100,62,-37.27796423039399,-34.178206273005344,-3.099757957388647,77.88888888888889,2.054920196533203,-0.1652829647064209,-0.28212547302246094,3.595947504043579,4.100467920303345,-1.5805306434631348
FALSE,FALSE,alternating,105,5,Alice showed the woman who was from work the city,Alice showed the city to the woman who was from work,def,1,longDefinite,101,12,-57.117872157134116,-40.10028289130423,-17.017589265829884,47.142857142857146,-0.3102684020996094,3.9770925045013428,-2.2149112224578857,-8.550867080688477,-1.4187718629837036,2.5337647199630737
FALSE,FALSE,alternating,105,5,Bob showed a woman who was wearing a hat the city,Bob showed the city to a woman who was wearing a hat,def,1,longIndefinite,102,63,-38.149627175647765,-26.519153050379828,-11.630474125267938,30.555555555555557,-1.0735855102539062,-0.02230536937713623,-3.4030893445014954,-3.4329912066459656,-0.855695903301239,-7.557349324226379
FALSE,FALSE,alternating,105,5,Juan showed her the city,Juan showed the city to her,def,1,pronoun,103,13,-23.59399558592122,-27.23530852922704,3.6413129433058202,62.0,1.2976093292236328,3.978184938430786,3.1620137691497803,8.832343339920044,5.218281865119934,4.423527717590332
FALSE,FALSE,alternating,105,5,John showed the woman the city,John showed the city to the woman,def,1,shortDefinite,104,64,-23.151359115727246,-26.163670983049087,3.0123118673218414,76.3,0.120758056640625,4.183850526809692,2.7180347442626953,0.4180103838443756,3.3922775983810425,0.4573369026184082
FALSE,FALSE,alternating,105,5,John showed a woman the city,John showed the city to a woman,def,1,shortIndefinite,105,15,-33.244103379314765,-29.361306827166118,-3.8827965521486476,43.54545454545455,0.6114349365234375,1.0584938526153564,1.8263154029846191,1.3754699230194092,4.0289342403411865,-2.9503707885742188
FALSE,FALSE,alternating,105,5,Maria showed the woman who was from work the way,Maria showed the way to the woman who was from work,def,2,longDefinite,106,65,-46.33041591278743,-45.22518016299,-1.10523574979743,41.36363636363637,0.6463470458984375,1.9465913772583008,-0.43409907817840576,-0.031519293785095215,-1.3626729249954224,-1.3844976425170898
FALSE,FALSE,alternating,105,5,Juan showed a man from work the way,Juan showed the way to a man from work,def,2,longIndefinite,107,16,-52.70736613520421,-37.37532928946894,-15.332036845735274,52.875,1.8898391723632812,2.1349050998687744,1.3029953241348267,8.474393844604492,0.15946292877197266,-2.4109811782836914
FALSE,FALSE,alternating,105,5,Mary showed him the way,Mary showed the way to him,def,2,pronoun,108,66,-15.0071063345531,-28.701213705237024,13.694107370683923,82.0,4.781332015991211,6.537457823753357,6.195373773574829,3.021488904953003,4.769012093544006,0.9710466861724854
FALSE,FALSE,alternating,105,5,Linda showed the man the way,Linda showed the way to the man,def,2,shortDefinite,109,17,-19.354310517315753,-35.5296827928978,16.17537227558205,76.16666666666667,0.3475761413574219,6.639305830001831,2.954472064971924,6.371179074048996,0.5122953653335571,0.556228756904602
FALSE,FALSE,alternating,105,5,Mary showed a woman the way,Mary showed the way to a woman,def,2,shortIndefinite,110,68,-31.89664401812479,-33.3040128222201,1.407368804095313,66.11111111111111,-0.2425823211669922,1.7830982208251953,2.763422727584839,4.534604549407959,1.1140034198760986,-4.11210298538208
FALSE,FALSE,alternating,105,5,Bob showed the woman wearing the hat a picture,Bob showed a picture to the woman wearing the hat,indef,3,longDefinite,111,18,-29.27795465674717,-38.04153675248381,8.763582095736638,27.88888888888889,-1.1514892578125,-1.909073829650879,-6.318746566772461,3.0422505140304565,-0.7197819948196411,-5.171823740005493
FALSE,FALSE,alternating,105,5,Linda showed a man who was from work a picture,Linda showed a picture to a man who was from work,indef,3,longIndefinite,112,69,-38.905986524769105,-41.79261806840077,2.8866315436316654,40.75,-0.6962356567382812,1.2200340032577515,-1.7583301067352295,-4.641853094100952,1.3473485708236694,-2.3393503427505493
FALSE,FALSE,alternating,105,5,Juan showed her a picture,Juan showed a picture to her,indef,3,pronoun,113,20,-21.0764272804372,-27.537210977519862,6.460783697082661,69.3,1.9549198150634766,3.6818432807922363,3.7625997066497803,6.1511359214782715,3.8411269187927246,2.2044308185577393
FALSE,FALSE,alternating,105,5,Maria showed the man a picture,Maria showed a picture to the man,indef,3,shortDefinite,114,70,-19.46686447155662,-28.354888343950734,8.888023872394115,57.333333333333336,-0.03915977478027344,4.353867769241333,4.565897822380066,6.001323223114014,2.3474276065826416,0.3055917024612427
FALSE,FALSE,alternating,105,5,Juan showed a woman a picture,Juan showed a picture to a woman,indef,3,shortIndefinite,115,21,-23.647412340156734,-31.20400987379253,7.556597533635795,32.3,0.10539436340332031,1.1319966316223145,2.122039794921875,3.2647279798984528,2.768771767616272,-2.197808265686035
FALSE,FALSE,alternating,105,5,Linda showed the man wearing the hat a trick,Linda showed a trick to the man wearing the hat,indef,4,longDefinite,116,71,-32.572009641095065,-41.57084121147636,8.998831570381299,30.727272727272727,-0.1346588134765625,1.3539438247680664,-6.608813762664795,-4.947143316268921,0.9770009517669678,-2.3088488578796387
FALSE,FALSE,alternating,105,5,Bob showed a man wearing a hat a trick,Bob showed a trick to a man wearing a hat,indef,4,longIndefinite,117,22,-34.30900032399222,-34.281963573535904,-0.02703675045631826,30.7,0.3790874481201172,-2.8926228284835815,-3.2076162695884705,5.258342027664185,-0.12313917279243469,-4.494929254055023
FALSE,FALSE,alternating,105,5,John showed her a trick,John showed a trick to her,indef,4,pronoun,118,73,-22.926811279496178,-33.847018152009696,10.920206872513518,83.36363636363636,1.4259700775146484,1.570622444152832,3.704607605934143,4.522766590118408,5.726625442504883,2.6390697956085205
FALSE,FALSE,alternating,105,5,Michael showed the man a trick,Michael showed a trick to the man,indef,4,shortDefinite,119,23,-21.537189691793174,-30.889799937140197,9.352610245347023,68.85714285714286,0.7446422576904297,4.044518232345581,4.6669464111328125,8.547255992889404,4.653124570846558,1.8177787065505981
FALSE,FALSE,alternating,105,5,Alice showed a man a trick,Alice showed a trick to a man,indef,4,shortIndefinite,120,74,-30.341405836865306,-37.8730690991506,7.531663262285292,53.0,2.010540008544922,-0.0027976036071777344,2.5432655811309814,11.157777667045593,4.004346251487732,0.8517192602157593
FALSE,FALSE,alternating,105,5,Juan showed the man who was wearing the hat something,Juan showed something to the man who was wearing the hat,something,5,longDefinite,121,25,-32.09093590115663,-36.09357612079475,4.002640219638124,24.363636363636363,0.49024200439453125,2.1741580963134766,-0.32016003131866455,-3.6887502670288086,-0.04382598400115967,-4.242360711097717
FALSE,FALSE,alternating,105,5,Maria showed a man from work something,Maria showed something to a man from work,something,5,longIndefinite,122,75,-57.053258187836036,-40.006024044239894,-17.047234143596143,35.583333333333336,2.9524993896484375,-1.7141624689102173,0.7586386203765869,1.655182123184204,-1.3709337711334229,-3.1879953145980835
FALSE,FALSE,alternating,105,5,John showed her something,John showed something to her,something,5,pronoun,123,26,-16.93456702493131,-28.458830599323846,11.524263574392535,62.0,1.5788097381591797,1.846466302871704,5.594111442565918,3.8639206886291504,4.05165708065033,1.1754292249679565
FALSE,FALSE,alternating,105,5,Michael showed the man something,Michael showed something to the man,something,5,shortDefinite,124,76,-16.206355908769183,-28.957265206612647,12.750909297843464,48.1,1.3218097686767578,4.276209831237793,2.6112122535705566,0.17955470085144043,3.068978190422058,0.2133270502090454
FALSE,FALSE,alternating,105,5,Michael showed a woman something,Michael showed something to a woman,something,5,shortIndefinite,125,27,-34.01100939861499,-35.39464690256864,1.3836375039536506,47.285714285714285,1.7416000366210938,0.6578810214996338,4.2124714851379395,0.10883712768554688,2.2012383937835693,-1.6727538108825684
FALSE,FALSE,alternating,106,6,Alice wrote the woman who was from work the letter,Alice wrote the letter to the woman who was from work,def,1,longDefinite,126,78,-43.58539221761748,-34.29112880094908,-9.2942634166684,13.6,-3.3406219482421875,-10.091802716255188,-8.086605906486511,-7.1086273193359375,-7.200271725654602,-10.832950353622437
FALSE,FALSE,alternating,106,6,Maria wrote a woman who was from work the letter,Maria wrote the letter to a woman who was from work,def,1,longIndefinite,127,28,-54.59384959097952,-36.8800039452035,-17.71384564577602,7.111111111111111,-2.0151405334472656,-5.877230644226074,-9.275932788848877,2.0542714595794678,-8.176996111869812,-11.451922535896301
FALSE,FALSE,alternating,106,6,Maria wrote him the letter,Maria wrote the letter to him,def,1,pronoun,128,79,-20.091121565084904,-18.169032766949385,-1.922088798135519,65.0909090909091,0.3287334442138672,-4.273736000061035,1.50382661819458,-2.979600250720978,-0.044397592544555664,-2.530359625816345
FALSE,FALSE,alternating,106,6,Juan wrote the man the letter,Juan wrote the letter to the man,def,1,shortDefinite,129,29,-22.671244874130934,-25.5243884914089,2.853143617277965,55.7,-1.7972335815429688,-3.115631937980652,-0.7513132095336914,0.3611472100019455,-0.544928789138794,-5.937665820121765
FALSE,FALSE,alternating,106,6,Mary wrote a man the letter,Mary wrote the letter to a man,def,1,shortIndefinite,130,80,-28.960160605143756,-22.75169444642961,-6.208466158714145,35.7,-1.2899436950683594,-6.398430824279785,-4.411821484565735,3.105966091156006,-0.4238642454147339,-10.568397760391235
FALSE,FALSE,alternating,106,6,Michael wrote the man wearing the hat the message,Michael wrote the message to the man wearing the hat,def,2,longDefinite,131,31,-36.5102596070501,-30.00053257943364,-6.509727027616464,22.444444444444443,-2.3372802734375,-6.505028128623962,-8.77740615606308,-4.72127103805542,-1.9704186916351318,-10.90997838973999
FALSE,FALSE,alternating,106,6,Juan wrote a man from work the message,Juan wrote the message to a man from work,def,2,longIndefinite,132,81,-48.96285002771765,-35.21090696868487,-13.751943059032783,25.5,-0.546112060546875,-4.844022512435913,-7.216045141220093,1.2755334377288818,-4.158562183380127,-8.03779125213623
FALSE,FALSE,alternating,106,6,Linda wrote him the message,Linda wrote the message to him,def,2,pronoun,133,32,-25.039631846826524,-23.1706278140191,-1.8690040328074247,47.1,0.6632003784179688,-3.7861814498901367,3.318434953689575,-0.4165182113647461,1.945404052734375,-1.531744122505188
FALSE,FALSE,alternating,106,6,Alice wrote the woman the message,Alice wrote the message to the woman,def,2,shortDefinite,134,83,-26.919632559875026,-24.6781429189723,-2.241489640902728,32.5,-1.6623821258544922,-9.68381130695343,-2.007408380508423,-8.084803402423859,1.0696563720703125,-7.344580054283142
FALSE,FALSE,alternating,106,6,John wrote a man the message,John wrote the message to a man,def,2,shortIndefinite,135,33,-33.33170454669744,-26.59986811503768,-6.731836431659758,36.5,-0.6479358673095703,-6.56368350982666,-3.6175618171691895,0.834047794342041,0.30942487716674805,-8.618368268013
FALSE,FALSE,alternating,106,6,Juan wrote the woman from work a check,Juan wrote a check to the woman from work,indef,3,longDefinite,136,84,-37.533146837726235,-33.62182718794793,-3.9113196497783065,52.9,-2.5822296142578125,-3.1089380979537964,-2.985882341861725,7.017938613891602,-3.249315023422241,-4.360945820808411
FALSE,FALSE,alternating,106,6,Linda wrote a man who was wearing a hat a check,Linda wrote a check to a man who was wearing a hat,indef,3,longIndefinite,137,34,-39.253413998521864,-28.62133562308736,-10.632078375434503,8.384615384615385,-1.991668701171875,-5.247613370418549,-7.499936521053314,2.2715244740247726,-8.88933202624321,-8.662229835987091
FALSE,FALSE,alternating,106,6,Maria wrote him a check,Maria wrote a check to him,indef,3,pronoun,138,85,-21.650203777477145,-24.839821074623615,3.1896172971464694,84.22222222222223,2.394725799560547,-0.6370306015014648,5.080039858818054,-1.6839351654052734,1.9391719698905945,1.5603864192962646
FALSE,FALSE,alternating,106,6,Juan wrote the man a check,Juan wrote a check to the man,indef,3,shortDefinite,139,36,-21.464179128524847,-26.3343471349217,4.870168006396852,75.85714285714286,-1.4624958038330078,-0.43231821060180664,2.5756677985191345,6.042325019836426,0.9711199998855591,-2.010267496109009
FALSE,FALSE,alternating,106,6,John wrote a woman a check,John wrote a check to a woman,indef,3,shortIndefinite,140,86,-31.007268282119185,-28.633439786732197,-2.373828495386988,52.0,-0.233551025390625,-2.3028018474578857,0.46433907747268677,10.77636405825615,3.317584991455078,-4.42010498046875
FALSE,FALSE,alternating,106,6,Michael wrote the man who was wearing the hat a note,Michael wrote a note to the man who was wearing the hat,indef,4,longDefinite,141,37,-18.488656841102056,-17.312524404842407,-1.1761324362596497,18.272727272727273,-3.4785804748535156,-2.926412343978882,-8.003050029277802,-15.600225806236267,-4.35832154750824,-9.820000529289246
FALSE,FALSE,alternating,106,6,Michael wrote a woman from work a note,Michael wrote a note to a woman from work,indef,4,longIndefinite,142,88,-31.348875754047185,-25.48411816568114,-5.8647575883660465,13.727272727272727,-0.3972053527832031,-5.737842798233032,-4.066881358623505,4.4381067752838135,-0.6827705502510071,-8.412046670913696
