takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio
FALSE,FALSE,alternating,107,7,Juan brought the woman a meal,Juan brought a meal to the woman,indef,3,shortDefinite,164,1,-24.361052656080574,-34.29206282738596,9.931010171305388
FALSE,FALSE,alternating,107,7,John brought a woman a meal,John brought a meal to a woman,indef,3,shortIndefinite,165,52,-28.312303942628205,-36.53891457244754,8.226610629819334
FALSE,FALSE,alternating,107,7,Juan brought the woman who was from work a blanket,Juan brought a blanket to the woman who was from work,indef,4,longDefinite,166,2,-41.88588009681553,-39.77864797692746,-2.1072321198880672
FALSE,FALSE,alternating,107,7,Maria brought a woman who was wearing a hat a blanket,Maria brought a blanket to a woman who was wearing a hat,indef,4,longIndefinite,167,53,-44.96404489444103,-32.44153982808348,-12.522505066357553
FALSE,FALSE,alternating,107,7,Mary brought him a blanket,Mary brought a blanket to him,indef,4,pronoun,168,4,-18.467148762429133,-21.747014212654904,3.2798654502257705
FALSE,FALSE,alternating,107,7,Michael brought the man a blanket,Michael brought a blanket to the man,indef,4,shortDefinite,169,54,-20.169850915146526,-28.683619259973057,8.51376834482653
FALSE,FALSE,alternating,107,7,Juan brought a woman a blanket,Juan brought a blanket to a woman,indef,4,shortIndefinite,170,5,-27.879044079687446,-38.5158705341164,10.636826454428956
FALSE,FALSE,alternating,107,7,Bob brought the woman who was wearing the hat something,Bob brought something to the woman who was wearing the hat,something,5,longDefinite,171,56,-38.39507380803116,-39.24902255291818,0.8539487448870204
FALSE,FALSE,alternating,107,7,Maria brought a woman who was wearing a hat something,Maria brought something to a woman who was wearing a hat,something,5,longIndefinite,172,6,-43.78824221924879,-40.613854652736336,-3.1743875665124506
FALSE,FALSE,alternating,107,7,Maria brought him something,Maria brought something to him,something,5,pronoun,173,57,-24.70930639281869,-28.628090833080932,3.918784440262243
FALSE,FALSE,alternating,107,7,Maria brought the man something,Maria brought something to the man,something,5,shortDefinite,174,7,-31.75202894373797,-35.28016594343353,3.528136999695562
FALSE,FALSE,alternating,107,7,Mary brought a man something,Mary brought something to a man,something,5,shortIndefinite,175,58,-40.81877136323601,-41.78340840153396,0.9646370382979512
FALSE,FALSE,alternating,108,8,Maria read the woman who was wearing the hat the book,Maria read the book to the woman who was wearing the hat,def,1,longDefinite,176,9,-29.17906697874423,-25.254851806210354,-3.924215172533877
FALSE,FALSE,alternating,108,8,Bob read a man from work the book,Bob read the book to a man from work,def,1,longIndefinite,177,59,-47.070826072245836,-31.961129067931324,-15.109697004314512
FALSE,FALSE,alternating,108,8,Michael read her the book,Michael read the book to her,def,1,pronoun,178,10,-25.007756998646073,-21.43503488204442,-3.5727221166016534
FALSE,FALSE,alternating,108,8,John read the man the book,John read the book to the man,def,1,shortDefinite,179,60,-21.05919664679095,-22.082356234197505,1.0231595874065533
FALSE,FALSE,alternating,108,8,Maria read a man the book,Maria read the book to a man,def,1,shortIndefinite,180,11,-36.13046964816749,-28.62954675219953,-7.50092289596796
FALSE,FALSE,alternating,108,8,Michael read the man who was wearing the hat the article,Michael read the article to the man who was wearing the hat,def,2,longDefinite,181,62,-28.018619280832354,-22.479383563273586,-5.539235717558768
FALSE,FALSE,alternating,108,8,Mary read a man wearing a hat the article,Mary read the article to a man wearing a hat,def,2,longIndefinite,182,12,-32.868703176267445,-24.903229855233803,-7.965473321033642
FALSE,FALSE,alternating,108,8,Michael read her the article,Michael read the article to her,def,2,pronoun,183,63,-23.7583296878729,-19.87631432735361,-3.88201536051929
FALSE,FALSE,alternating,108,8,Alice read the woman the article,Alice read the article to the woman,def,2,shortDefinite,184,14,-28.29829560802318,-25.383636132231914,-2.914659475791268
FALSE,FALSE,alternating,108,8,Maria read a man the article,Maria read the article to a man,def,2,shortIndefinite,185,64,-39.68437706446275,-29.771046032197773,-9.913331032264978
FALSE,FALSE,alternating,108,8,Maria read the man wearing the hat a story,Maria read a story to the man wearing the hat,indef,3,longDefinite,186,15,-34.87279336992651,-41.98862985020969,7.115836480283178
FALSE,FALSE,alternating,108,8,Bob read a woman wearing a hat a story,Bob read a story to a woman wearing a hat,indef,3,longIndefinite,187,65,-32.76885394891724,-34.571666278643534,1.8028123297262937
FALSE,FALSE,alternating,108,8,Mary read him a story,Mary read a story to him,indef,3,pronoun,188,16,-20.444397715618834,-23.75798904057592,3.3135913249570876
FALSE,FALSE,alternating,108,8,John read the woman a story,John read a story to the woman,indef,3,shortDefinite,189,67,-19.606148647610098,-26.953294835984707,7.347146188374609
FALSE,FALSE,alternating,108,8,Alice read a man a story,Alice read a story to a man,indef,3,shortIndefinite,190,17,-24.413587543182075,-31.220146319828928,6.8065587766468525
FALSE,FALSE,alternating,108,8,Juan read the woman from work a note,Juan read a note to the woman from work,indef,4,longDefinite,191,68,-40.657617611810565,-31.665806621545926,-8.99181099026464
FALSE,FALSE,alternating,108,8,Michael read a man who was from work a note,Michael read a note to a man who was from work,indef,4,longIndefinite,192,19,-45.95470976829529,-39.49898389889859,-6.4557258693967015
FALSE,FALSE,alternating,108,8,Alice read him a note,Alice read a note to him,indef,4,pronoun,193,69,-19.666241861181334,-22.075932274805382,2.4096904136240482
FALSE,FALSE,alternating,108,8,Michael read the man a note,Michael read a note to the man,indef,4,shortDefinite,194,20,-19.685680109774694,-21.694709349423647,2.009029239648953
FALSE,FALSE,alternating,108,8,Mary read a woman a note,Mary read a note to a woman,indef,4,shortIndefinite,195,70,-34.57472001411952,-29.315153789706528,-5.259566224412993
FALSE,FALSE,alternating,108,8,John read the woman who was from work something,John read something to the woman who was from work,something,5,longDefinite,196,21,-50.86473947670311,-41.769445239100605,-9.095294237602502
FALSE,FALSE,alternating,108,8,Alice read a man who was from work something,Alice read something to a man who was from work,something,5,longIndefinite,197,72,-52.13023506524041,-44.87938041752204,-7.25085464771837
FALSE,FALSE,alternating,108,8,John read her something,John read something to her,something,5,pronoun,198,22,-24.254130169050768,-23.810356552014127,-0.44377361703664064
FALSE,FALSE,alternating,108,8,Maria read the woman something,Maria read something to the woman,something,5,shortDefinite,199,73,-28.697470338083804,-28.977935099508613,0.2804647614248097
FALSE,FALSE,alternating,108,8,Maria read a man something,Maria read something to a man,something,5,shortIndefinite,200,24,-39.8456622697413,-36.324243353214115,-3.521418916527182
FALSE,FALSE,alternating,109,9,Michael paid the man who was wearing the hat the money,Michael paid the money to the man who was wearing the hat,def,1,longDefinite,201,74,-18.696406850474887,-21.553330483613536,2.856923633138649
FALSE,FALSE,alternating,109,9,Bob paid a man who was from work the money,Bob paid the money to a man who was from work,def,1,longIndefinite,202,25,-45.155514722689986,-35.82599840732291,-9.329516315367073
FALSE,FALSE,alternating,109,9,Mary paid him the money,Mary paid the money to him,def,1,pronoun,203,75,-22.62319308705628,-20.87078845128417,-1.752404635772109
FALSE,FALSE,alternating,109,9,Bob paid the man the money,Bob paid the money to the man,def,1,shortDefinite,204,26,-17.917343592038378,-21.376390432473272,3.459046840434894
FALSE,FALSE,alternating,109,9,Bob paid a man the money,Bob paid the money to a man,def,1,shortIndefinite,205,77,-30.3527974775061,-28.18941225972958,-2.163385217776522
FALSE,FALSE,alternating,109,9,John paid the man wearing the hat the fee,John paid the fee to the man wearing the hat,def,2,longDefinite,206,27,-26.442416985344607,-21.883826873730868,-4.558590111613739
FALSE,FALSE,alternating,109,9,Alice paid a woman who was wearing a hat the fee,Alice paid the fee to a woman who was wearing a hat,def,2,longIndefinite,207,78,-30.206792623968795,-20.921063281362876,-9.285729342605919
FALSE,FALSE,alternating,109,9,Alice paid him the fee,Alice paid the fee to him,def,2,pronoun,208,28,-16.930945307947695,-18.5249352324754,1.5939899245277047
FALSE,FALSE,alternating,109,9,Alice paid the woman the fee,Alice paid the fee to the woman,def,2,shortDefinite,209,79,-18.344470238662325,-18.21013696375303,-0.13433327490929514
FALSE,FALSE,alternating,109,9,Juan paid a man the fee,Juan paid the fee to a man,def,2,shortIndefinite,210,30,-28.245450507849455,-25.23148754518479,-3.013962962664664
FALSE,FALSE,alternating,109,9,Michael paid the man who was wearing the hat a compliment,Michael paid a compliment to the man who was wearing the hat,indef,3,longDefinite,211,80,-16.912756923527922,-19.68039277421485,2.767635850686929
FALSE,FALSE,alternating,109,9,John paid a man wearing a hat a compliment,John paid a compliment to a man wearing a hat,indef,3,longIndefinite,212,31,-22.890773889026605,-20.604462917894125,-2.2863109711324796
FALSE,FALSE,alternating,109,9,Linda paid him a compliment,Linda paid a compliment to him,indef,3,pronoun,213,82,-17.444299024879,-21.37532878969796,3.931029764818959
FALSE,FALSE,alternating,109,9,Juan paid the man a compliment,Juan paid a compliment to the man,indef,3,shortDefinite,214,32,-15.578518456430174,-16.898360937600955,1.319842481170781
FALSE,FALSE,alternating,109,9,Mary paid a woman a compliment,Mary paid a compliment to a woman,indef,3,shortIndefinite,215,83,-28.239114574622363,-31.749019717797637,3.509905143175274
FALSE,FALSE,alternating,109,9,Michael paid the woman wearing the hat a visit,Michael paid a visit to the woman wearing the hat,indef,4,longDefinite,216,33,-22.582927638752153,-23.583797093102476,1.0008694543503225
FALSE,FALSE,alternating,109,9,John paid a woman who was from work a visit,John paid a visit to a woman who was from work,indef,4,longIndefinite,217,84,-31.5494819493033,-28.346711533376947,-3.202770415926352
FALSE,FALSE,alternating,109,9,Linda paid him a visit,Linda paid a visit to him,indef,4,pronoun,218,35,-12.746537341037765,-14.131697804201394,1.3851604631636292
FALSE,FALSE,alternating,109,9,Mary paid the man a visit,Mary paid a visit to the man,indef,4,shortDefinite,219,85,-12.010818161303177,-14.976892929291353,2.966074767988175
FALSE,FALSE,alternating,109,9,John paid a man a visit,John paid a visit to a man,indef,4,shortIndefinite,220,36,-20.56828242400661,-22.57125781942159,2.0029753954149783
FALSE,FALSE,alternating,109,9,Juan paid the man wearing the hat something,Juan paid something to the man wearing the hat,something,5,longDefinite,221,87,-39.31849875260377,-44.62356369473855,5.305064942134777
FALSE,FALSE,alternating,109,9,Bob paid a woman wearing a hat something,Bob paid something to a woman wearing a hat,something,5,longIndefinite,222,37,-46.942251128843054,-41.02467674703803,-5.917574381805025
FALSE,FALSE,alternating,109,9,Michael paid her something,Michael paid something to her,something,5,pronoun,223,88,-29.429031882435083,-32.70465424028225,3.275622357847169
FALSE,FALSE,alternating,109,9,John paid the man something,John paid something to the man,something,5,shortDefinite,224,38,-25.068361839046702,-30.459764923434705,5.391403084388003
FALSE,FALSE,alternating,109,9,Linda paid a woman something,Linda paid something to a woman,something,5,shortIndefinite,225,89,-48.08365757763386,-48.25392790418118,0.17027032654732466
FALSE,FALSE,alternating,110,10,Juan sent the woman who was wearing the hat the letter,Juan sent the letter to the woman who was wearing the hat,def,1,longDefinite,226,40,-27.090395292500034,-25.07439003093168,-2.0160052615683526
FALSE,FALSE,alternating,110,10,Maria sent a woman who was from work the letter,Maria sent the letter to a woman who was from work,def,1,longIndefinite,227,90,-43.71328353928402,-35.3429090003483,-8.370374538935721
FALSE,FALSE,alternating,110,10,Mary sent him the letter,Mary sent the letter to him,def,1,pronoun,228,41,-17.93218349479139,-17.66732284752652,-0.264860647264868
FALSE,FALSE,alternating,110,10,Alice sent the woman the letter,Alice sent the letter to the woman,def,1,shortDefinite,229,91,-21.417942637344822,-22.219913652166724,0.8019710148219019
FALSE,FALSE,alternating,110,10,Michael sent a man the letter,Michael sent the letter to a man,def,1,shortIndefinite,230,42,-28.124230596469715,-24.628877057228237,-3.495353539241478
FALSE,FALSE,alternating,110,10,Maria sent the woman who was from work the present,Maria sent the present to the woman who was from work,def,2,longDefinite,231,93,-47.187875577714294,-44.871664190199226,-2.316211387515068
FALSE,FALSE,alternating,110,10,Maria sent a woman who was wearing a hat the present,Maria sent the present to a woman who was wearing a hat,def,2,longIndefinite,232,43,-37.01436686771922,-29.349105642409995,-7.665261225309223
FALSE,FALSE,alternating,110,10,Alice sent him the present,Alice sent the present to him,def,2,pronoun,233,94,-25.37753419019282,-27.754486963152885,2.376952772960067
FALSE,FALSE,alternating,110,10,Linda sent the man the present,Linda sent the present to the man,def,2,shortDefinite,234,45,-29.24519479018636,-31.767597866477445,2.5224030762910843
FALSE,FALSE,alternating,110,10,Michael sent a man the present,Michael sent the present to a man,def,2,shortIndefinite,235,95,-33.90790911670774,-30.961512064561248,-2.9463970521464944
FALSE,FALSE,alternating,110,10,John sent the woman who was wearing the hat a text,John sent a text to the woman who was wearing the hat,indef,3,longDefinite,236,46,-17.689563316758722,-18.198334384302143,0.5087710675434209
FALSE,FALSE,alternating,110,10,Juan sent a man wearing a hat a text,Juan sent a text to a man wearing a hat,indef,3,longIndefinite,237,96,-25.717294752656016,-21.83175402774941,-3.8855407249066047
